"city name","country name","most active airport","long. most active airport","lat. most active airport","number of routes","number incoming flights","number outcoming flights","number incoming domestic flights","number outcoming domestic flights","number incoming international flights","number outcoming international flights","only domestic flights","average distance","max. distance","airportCode"
Kwethluk,United States,Kwethluk Airport,-161.073,61.317,4,2,3,2,2,0,0,1,31,35,KWT
Eek,United States,Eek Airport,-161.407,60.356,4,2,3,2,2,0,0,1,63,106,EEK
Kasigluk,United States,Kasigluk Airport,-162.208,61.455,4,2,3,2,2,0,0,1,1443,5724,KUK
Austin TX,United States,Camp Mabry Austin City,-97.611,30.527,4,2,2,2,2,0,0,1,5709,5724,ATT
Tuluksak,United States,Tuluksak Airport,-160.95,61.161,4,2,3,2,2,0,0,1,42,44,TLT
Old Crow,Canada,Old Crow,-139.732,67.95,4,2,3,2,2,0,0,1,356,434,YOC
Resolute,Canada,Resolute Bay,-94.95,75.194,4,2,3,2,2,0,0,1,384,401,YRB
Jessore,Bangladesh,Jessore,89.268,23.306,4,2,3,2,2,0,0,1,187,187,JSR
Ulyanovsk,Russia,Ulyanovsk East Airport,49.337,54.668,4,2,2,2,2,0,0,1,695,695,ULY
Sovetskiy,Russia,Sovetsky Tyumenskaya Airport,64.007,61.533,4,2,3,2,2,0,0,1,1127,1600,OVS
Beaver,United States,Beaver Airport,-147.012,66.603,4,2,3,2,2,0,0,1,135,191,WBQ
Arctic Village,United States,Arctic Village Airport,-145.299,68.191,4,2,2,2,2,0,0,1,148,191,ARC
Zhongwei,China,Zhongwei Xiangshan Airport,105.257,37.954,4,2,3,2,2,0,0,1,772,1039,ZHY
Rio Hacha,Colombia,Almirante Padilla,-72.877,11.877,4,2,3,1,1,1,1,0,573,749,RCH
Kangiqsujuaq,Canada,Kangiqsujuaq - Wakeham Bay Airport,-71.883,61.981,4,2,3,2,2,0,0,1,177,188,YWB
Tasiujaq,Canada,Tasiujaq Airport,-69.927,59.113,4,2,3,2,2,0,0,1,103,151,YTQ
Quaqtaq,Canada,Quaqtaq Airport,-69.363,61.077,4,2,3,2,2,0,0,1,143,167,YQC
Sanikiluaq,Canada,Sanikiluaq Airport,-78.745,56.896,4,2,3,2,2,0,0,1,164,173,YSK
Ivujivik,Canada,Ivujivik Airport,-77.876,62.695,4,2,3,2,2,0,0,1,140,148,YIK
Akulivik,Canada,Akulivik Airport,-77.581,61.364,4,2,2,2,2,0,0,1,148,148,AKV
Decatur,United States,Decatur,-88.777,40.39,4,2,2,2,2,0,0,1,211,261,DEC
Ouzinkie,United States,Ouzinkie Airport,-152.168,58.538,4,2,3,2,2,0,0,1,33,34,KOZ
Vilhelmina,Sweden,Vilhelmina,17.389,64.965,4,2,3,2,2,0,0,1,365,545,VHM
Kramfors,Sweden,Kramfors Solleftea,18.281,63.08,4,2,3,2,2,0,0,1,407,482,KRF
Gallivare,Sweden,Gallivare,21.357,67.22,4,2,3,2,2,0,0,1,643,805,GEV
Lycksele,Sweden,Lycksele,19.193,64.913,4,2,3,2,2,0,0,1,328,537,LYC
Bobo-dioulasso,Burkina Faso,Bobo Dioulasso,-3.885,11.266,4,2,3,1,1,1,1,0,488,648,BOY
Tumbes,Peru,Pedro Canga,-79.969,-3.255,4,2,3,2,2,0,0,1,770,978,TBP
Huánuco,Peru,Alferez Fap David Figueroa Fernandini Airport,-75.675,-9.799,4,2,2,2,2,0,0,1,197,197,HUU
Ayacucho,Peru,Coronel Fap Alfredo Mendivil Duarte,-73.675,-12.592,4,2,2,2,2,0,0,1,338,338,AYP
Andahuaylas,Peru,Andahuaylas,-72.918,-13.511,4,2,2,2,2,0,0,1,458,458,ANS
Wajir,Kenya,Wajir,40.152,2.222,3,2,2,0,1,2,0,0,686,1014,WJR
Kamembe,Rwanda,Kamembe,29.513,-2.104,3,2,2,2,1,0,0,1,78,81,KME
Gisenyi,Rwanda,Gisenyi,29.431,-1.463,3,1,2,1,2,0,0,1,93,104,GYI
Makemo,French Polynesia,Makemo,-143.431,-16.307,3,2,2,2,1,0,0,1,525,639,MKP
Hao Island,French Polynesia,Hao,-140.91,-17.459,3,1,2,1,2,0,0,1,696,896,HOI
Totegegie,French Polynesia,Totegegie,-134.818,-22.467,3,2,1,2,1,0,0,1,1220,1625,GMR
Kaukura Atoll,French Polynesia,Kaukura,-146.808,-15.439,3,2,2,2,1,0,0,1,174,338,KKR
Arutua,French Polynesia,Arutua,-146.362,-14.748,3,1,2,1,2,0,0,1,313,424,AXR
Gafsa,Tunisia,Gafsa,9.37,34.703,3,1,2,1,2,0,0,1,167,315,GAF
Koumac,New Caledonia,Koumac,164.426,-20.244,3,1,3,1,2,0,0,1,135,235,KOC
Waala,New Caledonia,Belep Islands Airport Airport,164.101,-19.535,3,1,2,1,2,0,0,1,160,310,
Ourilandia do Norte,Brazil,Ourilandia do Norte Airport,-50.417,-6.606,3,2,2,2,1,0,0,1,204,275,OIA
Maroua,Cameroon,Salak,14.428,10.752,3,2,2,2,1,0,0,1,813,882,MVR
Arthur's Town,Bahamas,Arthurs Town Airport,-75.457,25.049,3,1,2,1,2,0,0,1,166,166,ATC
Stephenville,Canada,Stephenville,-58.25,48.906,3,2,2,2,1,0,0,1,212,428,YJT
Lamen Bay,Vanuatu,Lamen Bay Airport,168.265,-16.307,3,1,2,1,2,0,0,1,112,135,LNB
Osorno,Chile,Canal Bajo Carlos Hott Siebert,-72.436,-40.353,3,1,3,1,2,0,0,1,590,834,ZOS
Valdivia,Chile,Pichoy,-72.477,-39.417,3,2,2,2,1,0,0,1,523,733,ZAL
Easter Island,Chile,Mataveri Intl,-109.037,-26.608,3,1,2,1,1,0,1,0,3923,4267,IPC
Togiak Village,United States,Togiak Airport,-159.995,59.088,3,2,2,2,1,0,0,1,73,103,TOG
Manokotak,United States,Manokotak Airport,-158.417,59.65,3,1,3,1,2,0,0,1,76,97,KMO
Nelson Lagoon,United States,Nelson Lagoon,-160.601,56.012,3,2,2,2,1,0,0,1,142,142,NLG
Skagway,United States,Skagway Airport,-134.86,59.766,3,2,2,2,1,0,0,1,74,134,SGY
Hoonah,United States,Hoonah Airport,-135.017,58.16,3,2,2,2,1,0,0,1,65,67,HNH
Gustavus,United States,Gustavus Airport,-135.512,58.708,3,1,2,1,2,0,0,1,70,71,GST
Pelican,United States,Pelican Seaplane Base,-135.728,58.592,3,1,3,1,2,0,0,1,65,83,PEC
Kagau Island,Solomon Islands,Kagau Island Airport,157.971,-6.889,3,2,2,2,1,0,0,1,253,334,KGE
Suavanao,Solomon Islands,Suavanao Airport,159.218,-7.31,3,2,2,2,1,0,0,1,172,215,VAO
Fera Island,Solomon Islands,Fera/Maringe Airport,159.961,-7.513,3,1,2,1,2,0,0,1,142,171,FRE
Atoifi,Solomon Islands,Uru Harbour Airport,161.018,-8.789,3,2,2,2,1,0,0,1,91,105,ATD
Ikaria,Greece,Ikaria,26.578,38.137,3,1,2,1,2,0,0,1,223,307,JIK
Campina Grande,Brazil,Presidente Joao Suassuna,-35.828,-6.784,3,2,1,2,1,0,0,1,711,711,CPV
Gambella,Ethiopia,Gambella,34.938,8.214,3,2,2,2,1,0,0,1,427,507,GMB
Ziguinchor,Senegal,Ziguinchor,-15.803,12.926,3,1,3,1,2,0,0,1,225,294,ZIG
Coari,Brazil,Coari Airport,-62.569,-3.475,3,2,2,2,1,0,0,1,369,369,CIZ
Shillong,India,Shillong Airport,92.631,26.172,3,1,3,1,2,0,0,1,414,521,SHL
Tamanrasset,Algeria,Tamanrasset,5.751,23.352,3,1,3,1,2,0,0,1,1176,1551,TMR
Rouyn,Canada,Rouyn Noranda,-78.726,48.343,3,1,3,1,2,0,0,1,350,483,YUY
Bella Coola,Canada,Bella Coola Airport,-126.327,52.645,3,1,2,1,2,0,0,1,333,450,QBC
Moa,Cuba,Orestes Acosta,-74.871,21.09,3,2,2,2,1,0,0,1,560,787,MOA
Nandayure,Costa Rica,Islita Airport,-84.952,10.426,3,1,2,1,2,0,0,1,112,141,PBP
Port Lions,United States,Port Lions Airport,-152.744,58.475,3,2,2,2,1,0,0,1,36,42,ORI
Old Harbor,United States,Old Harbor Airport,-152.783,57.363,3,2,2,2,1,0,0,1,105,105,OLH
Sion,Switzerland,Sion,7.544,46.365,2,1,1,0,0,1,1,0,820,820,SIR
Burnie,Australia,Wynyard Airport,146.218,-40.999,2,1,1,1,1,0,0,1,400,400,BWT
Whyalla,Australia,Whyalla Airport,137.856,-32.432,2,1,2,1,1,0,0,1,291,291,WYA
Kingscote,Australia,Kingscote Airport,137.868,-35.524,2,1,2,1,1,0,0,1,114,114,KGC
Kingman,United States,Kingman Airport,-113.897,35.432,2,1,1,1,1,0,0,1,300,300,IGM
Ely,United States,Ely Airport,-114.737,39.499,2,1,1,1,1,0,0,1,374,374,ELY
Devils Lake,United States,Devils Lake Regional Airport,-98.848,48.19,2,1,1,1,1,0,0,1,556,556,DVL
Telluride,United States,Telluride,-107.848,38.589,2,1,2,1,1,0,0,1,356,356,TEX
Sheridan,United States,Sheridan County Airport,-106.967,45.282,2,1,2,1,1,0,0,1,576,576,SHR
Riverton WY,United States,Riverton Regional,-108.1,43.106,2,1,2,1,1,0,0,1,423,423,RIW
North Platte,United States,North Platte Regional Airport Lee Bird Field,-100.474,41.21,2,1,2,1,1,0,0,1,345,345,LBF
Dickinson,United States,Dickinson Theodore Roosevelt Regional Airport,-102.67,47.329,2,1,2,1,1,0,0,1,779,779,DIK
Cortez,United States,Cortez Muni,-108.381,37.505,2,1,1,1,1,0,0,1,470,470,CEZ
Scottsbluff,United States,Western Nebraska Regional Airport,-103.327,42.456,2,1,1,1,1,0,0,1,243,243,BFF
Alamosa,United States,San Luis Valley Regional Airport,-105.778,37.725,2,1,1,1,1,0,0,1,322,322,ALS
Silver City,United States,Grant County Airport,-107.594,33.06,2,1,2,1,1,0,0,1,250,250,SVC
Clovis,United States,Clovis Muni,-102.466,34.708,2,1,2,1,1,0,0,1,356,356,CVN
Gasan,Philippines,Marinduque Airport,122.375,13.601,2,1,2,1,1,0,0,1,200,200,MRQ
Lipetsk,Russia,Lipetsk Airport,39.896,53.171,2,1,2,1,1,0,0,1,293,293,LPK
Peawanuck,Canada,Peawanuck Airport,-85.073,55.646,2,1,2,1,1,0,0,1,303,303,YPO
Nis,Serbia,Nis,22.422,43.562,2,1,1,0,0,1,1,0,266,266,INI
Igarka,Russia,Igarka Airport,87.036,67.728,2,1,1,1,1,0,0,1,1304,1304,IAA
Uruapan,Mexico,Licenciado Y Gen Ignacio Lopez Rayon,-101.399,19.661,2,1,2,1,1,0,0,1,2133,2133,UPN
Cuernavaca,Mexico,General Mariano Matamoros,-98.769,19.391,2,1,1,1,1,0,0,1,2349,2349,CVJ
Khasab,Oman,Khasab,56.4,26.284,2,1,1,1,1,0,0,1,329,329,KHS
Havre,United States,Havre City Co,-109.604,48.904,2,1,1,1,1,0,0,1,205,205,HVR
Glendive,United States,Dawson Community Airport,-104.679,47.231,2,1,1,1,1,0,0,1,103,103,GDV
Sidney,United States,Sidney-Richland Municipal Airport,-103.655,48.178,2,1,2,1,1,0,0,1,400,400,SDY
Saba,Netherlands Antilles,Juancho E. Yrausquin,-62.701,18.075,2,1,1,1,1,0,0,1,19,19,SAB
Contadora Island,Panama,Contadora Airport,-78.392,9.047,2,1,1,1,1,0,0,1,114,114,OTD
Changuinola,Panama,Cap Manuel Nino Intl,-82.195,9.764,2,1,2,1,1,0,0,1,53,53,CHX
Kegaska,Canada,Kegaska Airport,-60.777,50.326,2,1,2,1,1,0,0,1,61,61,ZKG
Port Hope Simpson,Canada,Port Hope Simpson Airport,-55.811,52.88,2,1,1,1,1,0,0,1,13,13,YHA
Narvik,Norway,Framnes,17.646,68.726,2,1,2,1,1,0,0,1,189,189,NVK
Putao,Burma,Putao,97.71,27.549,2,1,2,1,1,0,0,1,212,212,PBU
Kyaukpyu,Burma,Kyaukpyu,93.891,19.71,2,1,1,1,1,0,0,1,346,346,KYP
Kengtung,Burma,Kengtung,100.059,21.502,2,1,1,1,1,0,0,1,189,285,KET
Anta,Peru,Comandante Fap German Arias Graziani,-77.331,-8.913,2,1,1,1,1,0,0,1,287,287,ATA
Kaduna,Nigeria,Kaduna,7.533,11.16,2,1,1,1,1,0,0,1,640,640,KAD
Jos,Nigeria,Yakubu Gowon,9.448,10.066,2,1,1,1,1,0,0,1,736,736,JOS
Yola,Nigeria,Yola,12.717,9.429,2,1,2,1,1,0,0,1,581,581,YOL
Maiduguri,Nigeria,Maiduguri,13.134,12.425,2,1,2,1,1,0,0,1,728,728,MIU
Ilorin,Nigeria,Ilorin,4.823,8.733,2,1,2,1,1,0,0,1,288,288,ILR
Ibadan,Nigeria,Ibadan,4.63,7.604,2,1,2,1,1,0,0,1,346,346,IBA
Tepic,Mexico,Tepic,-104.738,21.699,2,1,2,1,1,0,0,1,689,689,TPQ
Lazard Cardenas,Mexico,Lazaro Cardenas,-101.701,18.002,2,1,1,1,1,0,0,1,391,391,LZC
Jalapa,Mexico,Lencero Airport,-96.663,19.791,2,1,1,1,1,0,0,1,187,187,JAL
Takapoto,French Polynesia,Takapoto,-144.744,-14.516,2,1,1,1,1,0,0,1,61,61,TKP
Tureia,French Polynesia,Tureia Airport,-138.284,-20.65,2,1,2,1,1,0,0,1,817,1223,ZTA
Niau,French Polynesia,Niau,-145.948,-15.532,2,1,1,1,1,0,0,1,251,410,NIU
Anaa,French Polynesia,Anaa,-145.184,-16.922,2,1,1,1,1,0,0,1,444,444,AAA
Maio,Cape Verde,Maio,-22.69,15.259,2,1,1,1,1,0,0,1,58,58,MMO
Dienbienphu,Vietnam,Dien Bien Phu Airport,103.013,21.662,2,1,1,1,1,0,0,1,346,346,DIN
Ca Mau,Vietnam,Ca Mau,105.291,9.313,2,1,1,1,1,0,0,1,300,300,CAH
Iliamna,United States,Iliamna,-154.852,60.257,2,1,2,1,1,0,0,1,287,287,ILI
Chernovtsk,Ukraine,Chernivtsi International Airport,26.634,48.432,2,1,1,0,0,1,1,0,446,446,CWC
Valera,Venezuela,Dr Antonio Nicolas Briceno,-70.307,9.567,2,1,2,1,1,0,0,1,397,397,VLV
San Tome,Venezuela,San Tome,-63.586,9.575,2,1,2,1,1,0,0,1,404,404,SOM
Canaima,Venezuela,Canaima,-62.758,6.386,2,1,1,1,1,0,0,1,233,233,CAJ
Ceuta,Spain,Ceuta Heliport,-4.832,36.494,2,1,2,1,1,0,0,1,91,91,JCU
Guaymas,Mexico,General Jose Maria Yanez Intl,-110.876,28.614,2,1,1,0,0,1,1,0,569,569,GYM
Flagstaff,United States,Flagstaff Pulliam Airport,-111.449,35.233,2,1,1,1,1,0,0,1,168,168,FLG
Lynchburg,United States,Lynchburg Regional Preston Glenn Field,-78.668,37.544,2,1,2,1,1,0,0,1,315,315,LYH
Presque Isle,United States,Northern Maine Rgnl At Presque Isle,-67.408,47.148,2,1,2,1,1,0,0,1,555,555,PQI
Bar Harbor,United States,Hancock County - Bar Harbor,-67.936,44.749,2,1,1,1,1,0,0,1,306,306,BHB
Usinsk,Russia,Usinsk,57.368,66.001,2,1,2,1,1,0,0,1,318,318,USK
Vorkuta,Russia,Vorkuta Airport,64.655,67.814,2,1,2,1,1,0,0,1,888,888,VKT
Pechora,Russia,Pechora,57.136,65.117,2,1,1,1,1,0,0,1,440,440,PEX
Kirov,Russia,Pobedilovo Airport,49.58,58.838,2,1,1,1,1,0,0,1,993,993,KVX
Uzhgorod,Ukraine,Uzhhorod International Airport,22.438,49.057,2,1,2,1,1,0,0,1,670,670,UDJ
Stella Maris,Bahamas,Stella Maris,-74.785,23.969,2,1,2,1,1,0,0,1,264,264,SML
Mayaguana,Bahamas,Mayaguana,-72.356,22.632,2,1,1,1,1,0,0,1,553,553,MYG
Matthew Town,Bahamas,Matthew Town,-73.445,21.625,2,1,1,1,1,0,0,1,535,535,IGA
Anadyr,Russia,Ugolny Airport,178.235,65.224,2,1,2,1,1,0,0,1,6146,6146,DYR
Bentota,Sri Lanka,Bentota Airport,80.638,6.694,2,1,1,1,1,0,0,1,69,69,BJT
Gabes,Tunisia,Gabes,10.172,34.461,2,1,1,1,1,0,0,1,203,329,GAE
Le Puy,France,Loudes,4.271,45.134,2,1,1,1,1,0,0,1,444,444,LPY
Inyokern,United States,Inyokern Airport,-117.716,36.098,2,1,1,1,1,0,0,1,172,172,IYK
Simara,Nepal,Simara,85.633,27.265,2,1,2,1,1,0,0,1,99,99,SIF
Kardla,Estonia,Kardla,23.384,59.651,2,1,1,1,1,0,0,1,112,112,KDL
Helgoland,Germany,Helgoland-Düne Airport,8.526,54.308,2,1,2,1,1,0,0,1,140,140,HGL
Ouvea,New Caledonia,Ouvea,166.954,-20.401,2,1,2,1,1,0,0,1,123,123,UVE
Touho,New Caledonia,Touho,165.432,-20.651,2,1,2,1,1,0,0,1,123,123,TOU
Mare,New Caledonia,Mare,168.062,-21.137,2,1,2,1,1,0,0,1,178,178,MEE
Kone,New Caledonia,Kone,165.396,-20.423,2,1,2,1,1,0,0,1,143,143,KNQ
Lichinga,Mozambique,Lichinga,35.443,-12.79,2,1,2,1,1,0,0,1,475,475,VXC
Nevsehir,Turkey,Kapadokya,34.89,39.286,2,1,2,1,1,0,0,1,535,535,NAV
Merzifon,Turkey,Merzifon,35.869,41.382,2,1,2,1,1,0,0,1,542,542,MZH
Nakhchivan,Azerbaijan,Nakhchivan Airport,45.764,39.314,2,1,2,0,0,1,1,0,1038,1038,NAJ
Denizli,Turkey,Cardak,30.168,38.309,2,1,1,1,1,0,0,1,375,375,DNZ
Eskissehir,Turkey,Anadolu Airport,30.865,40.349,2,1,1,0,0,1,1,0,2347,2347,AOE
Khon Kaen,Thailand,Khon Kaen,103.306,16.777,2,1,2,1,1,0,0,1,367,367,KKC
Tanjung Redep-Borneo Island,Indonesia,Barau(Kalimaru) Airport,117.72,2.259,2,1,1,1,1,0,0,1,338,338,BEJ
Flores,Guatemala,Mundo Maya International,-89.778,17.523,2,1,1,1,1,0,0,1,287,287,FRS
Bergerac,France,Roumaniere,0.864,45.375,2,1,1,1,1,0,0,1,39,39,EGC
Lençóis,Brazil,Chapada Diamantina Airport,-40.795,-12.138,2,1,1,1,1,0,0,1,325,325,LEC
Santa Isabel do Rio Negro,Brazil,Tapuruquara Airport,-64.39,-0.029,2,1,1,1,1,0,0,1,452,612,IRZ
Eirunepe,Brazil,Amaury Feitosa Tomaz Airport,-69.8,-6.4,2,1,1,1,1,0,0,1,696,696,ERN
Mpacha,Namibia,Katima Mulilo Airport,24.294,-17.391,2,1,1,1,1,0,0,1,650,863,MPA
Oranjemund,Namibia,Oranjemund Airport,16.744,-28.308,2,1,2,1,1,0,0,1,467,693,OMD
Luderitz,Namibia,Luderitz Airport,15.404,-26.479,2,1,1,1,1,0,0,1,390,538,LUD
Ondangwa,Namibia,Ondangwa Airport,16.587,-17.797,2,1,2,1,1,0,0,1,499,499,OND
Rundu,Namibia,Rundu,20.199,-17.928,2,1,2,1,1,0,0,1,485,533,NDU
Al-Ula,Saudi Arabia,Prince Abdul Majeed Airport,38.513,27.061,2,1,2,1,1,0,0,1,877,877,ULH
Turaif,Saudi Arabia,Turaif,39.218,32.154,2,1,2,1,1,0,0,1,1062,1062,TUI
Rafha,Saudi Arabia,Rafha,43.817,30.044,2,1,1,1,1,0,0,1,594,594,RAH
Al-ahsa,Saudi Arabia,Al Ahsa,49.808,25.475,2,1,1,1,1,0,0,1,1135,1135,HOF
Wejh,Saudi Arabia,Wejh,36.793,26.33,2,1,1,1,1,0,0,1,529,529,EJH
Gelendzik,Russia,Gelendzik,38.027,44.944,2,1,1,1,1,0,0,1,1194,1194,GDZ
Sao Jorge Island,Portugal,Sao Jorge,-27.627,39.109,2,1,1,1,1,0,0,1,100,100,SJZ
Graciosa Island,Portugal,Graciosa,-27.384,39.153,2,1,1,1,1,0,0,1,78,78,GRW
Svalbard,Norway,Longyear,15.775,78.41,2,1,1,1,1,0,0,1,926,926,LYR
Kiruna,Sweden,Kiruna,20.561,68.369,2,1,2,1,1,0,0,1,926,926,KRN
Tanjung Pandan,Indonesia,H As Hanandjoeddin,108.258,-2.577,2,1,2,1,1,0,0,1,354,354,TJQ
Kassala,Sudan,Kassala,36.548,15.645,2,1,2,1,1,0,0,1,389,389,KSL
El Obeid,Sudan,El Obeid,30.387,13.255,2,1,1,1,1,0,0,1,471,535,EBD
Umtata,South Africa,Mthatha,29.123,-31.247,2,1,2,1,1,0,0,1,635,635,UTT
Richard's Bay,South Africa,Richards Bay,32.153,-28.569,2,1,2,1,1,0,0,1,498,498,RCB
Pietermaritzburg,South Africa,Pietermaritzburg,30.664,-29.415,2,1,2,1,1,0,0,1,482,482,PZB
Phalaborwa,South Africa,Phalaborwa,31.258,-23.896,2,1,2,1,1,0,0,1,342,342,PHW
Manzini,Swaziland,Matsapha,31.512,-26.216,2,1,2,0,0,1,1,0,318,318,MTS
Maseru,Lesotho,Moshoeshoe I Intl,27.92,-29.104,2,1,2,0,0,1,1,0,396,396,MSU
Sao Felix do Araguaia,Brazil,Sao Felix do Araguaia Airport,-50.483,-11.388,2,1,2,1,1,0,0,1,183,222,SXO
Redencao,Brazil,Redencao Airport,-49.967,-7.389,2,1,2,1,1,0,0,1,225,312,RDC
Minacu,Brazil,Minacu Airport,-47.701,-13.212,2,1,2,1,1,0,0,1,244,286,MQH
Gurupi,Brazil,Gurupi Airport,-48.449,-11.549,2,1,1,1,1,0,0,1,212,222,GRP
Conceicao Do Araguaia,Brazil,Conceicao Do Araguaia,-48.836,-7.914,2,1,1,1,1,0,0,1,178,219,CDJ
Herat,Afghanistan,Herat,62.38,34.35,2,1,1,1,1,0,0,1,641,641,HEA
Aqaba,Jordan,Aqaba King Hussein Intl,35.03,30.019,2,1,2,1,1,0,0,1,288,288,AQJ
Southend,United Kingdom,Southend,1.159,51.952,2,1,1,0,0,1,1,0,522,522,SEN
Rumjatar,Nepal,Rumjatar,86.917,27.505,2,1,2,1,1,0,0,1,148,148,RUM
Phaplu,Nepal,Phaplu,87,27.861,2,1,2,1,1,0,0,1,141,141,PPL
Lamidanda,Nepal,Lamidanda,87.116,27.421,2,1,2,1,1,0,0,1,170,170,LDN
Fagernes,Norway,Leirin,9.48,61.025,2,1,2,1,1,0,0,1,120,120,VDB
Tiksi,Russia,Tiksi Airport,129.505,72.162,2,1,1,1,1,0,0,1,1113,1113,IKS
Cherskiy,Russia,Cherskiy Airport,161.563,69.234,2,1,1,1,1,0,0,1,1608,1608,CYX
Chokurdah,Russia,Chokurdakh Airport,148.503,71.038,2,1,1,1,1,0,0,1,1263,1263,CKH
Orsk,Russia,Orsk Airport,58.992,51.12,2,1,2,1,1,0,0,1,1442,1442,OSW
Phon Savan,Laos,Xieng Khouang,103.263,19.749,2,1,2,1,1,0,0,1,127,127,XKH
Luang Namtha,Laos,Luang Namtha,101.67,21.6,2,1,1,1,1,0,0,1,354,354,LXG
Nikolayev,Ukraine,Mykolaiv International Airport,32.533,47.096,2,1,1,0,0,1,1,0,1039,1039,NLV
Soenderborg,Denmark,Sonderborg,10.319,55.607,2,1,2,1,1,0,0,1,179,179,SGD
Ronne,Denmark,Bornholm Ronne,15.265,55.105,2,1,2,1,1,0,0,1,170,170,RNN
Karup,Denmark,Karup,9.207,56.495,2,1,2,1,1,0,0,1,245,245,KRP
Weipa,Australia,Weipa,142.542,-12.465,2,1,2,1,1,0,0,1,627,627,WEI
Emerald,Australia,Emerald,148.298,-23.28,2,1,2,1,1,0,0,1,641,641,EMD
Bundaberg,Australia,Bundaberg,152.531,-24.84,2,1,1,1,1,0,0,1,246,246,BDB
Garoua,Cameroon,Garoua,13.616,9.559,2,1,1,1,1,0,0,1,624,624,GOU
Amberley,Australia,Bamaga Injinoo,142.765,-10.919,2,1,1,1,1,0,0,1,755,755,ABM
Healy,United States,Healy River Airport,-148.949,64.445,2,1,2,1,1,0,0,1,115,115,HKB
Haa Dhaalu Atoll,Maldives,Hanimaadhoo Airport,73.284,7.24,2,1,1,1,1,0,0,1,331,331,HAQ
Tari,Papua New Guinea,Tari Airport,143.58,-5.742,2,1,2,1,1,0,0,1,558,558,TIZ
Londolovit,Papua New Guinea,Londolovit Airport,153.048,-2.407,2,1,1,1,1,0,0,1,971,971,LNV
Buka Island,Papua New Guinea,Buka Airport,155.121,-5.038,2,1,1,1,1,0,0,1,966,966,BUA
Kigoma,Tanzania,Kigoma Airport,30.055,-4.805,2,1,2,1,1,0,0,1,492,492,TKQ
Shinyanga,Tanzania,Shinyanga Airport,33.695,-3.445,2,1,2,1,1,0,0,1,153,153,SHY
Musoma,Tanzania,Musoma Airport,34.333,-1.139,2,1,2,1,1,0,0,1,487,838,MUZ
Bukoba,Tanzania,Bukoba Airport,32.333,-0.834,2,1,1,1,1,0,0,1,193,193,BKZ
Skardu,Pakistan,Skardu Airport,75.893,35.559,2,1,2,1,1,0,0,1,301,301,KDU
Gilgit,Pakistan,Gilgit,74.556,36.531,2,1,1,1,1,0,0,1,305,305,GIL
Dalbandin,Pakistan,Dalbandin Airport,64.666,29.463,2,1,1,1,1,0,0,1,430,508,DBA
Lampang,Thailand,Lampang,99.84,18.451,2,1,1,1,1,0,0,1,129,129,LPT
Utila,Honduras,Utila Airport,-86.813,16.152,2,1,2,1,1,0,0,1,11,11,UII
Puerto Lempira,Honduras,Puerto Lempira Airport,-83.636,15.437,2,1,2,1,1,0,0,1,345,345,PEU
Guanaja,Honduras,Guanaja,-85.845,16.742,2,1,1,1,1,0,0,1,112,112,GJA
Solwesi,Zambia,Solwesi Airport,26.608,-11.623,2,1,2,1,1,0,0,1,311,311,SLI
Mfuwe,Zambia,Mfuwe,32.56,-12.765,2,1,2,1,1,0,0,1,473,473,MFU
Puerto Madryn,Argentina,El Tehuelche,-64.505,-42.599,2,1,2,1,1,0,0,1,1032,1032,PMY
Kuressaare,Estonia,Kuressaare,22.849,58.383,2,1,2,1,1,0,0,1,205,205,URE
Pula,Croatia,Pula,14.536,45.489,2,1,1,1,1,0,0,1,167,167,PUY
Mudgee,Australia,Mudgee Airport,150.018,-32.271,2,1,1,1,1,0,0,1,217,217,DGE
Augsburg,Germany,Augsburg,11.552,48.708,2,1,1,0,0,1,1,0,730,730,AGB
Žilina,Slovakia,Žilina Airport,19.022,49.385,2,1,1,0,0,1,1,0,340,340,ILZ
Kastelorizo,Greece,Kastelorizo,29.944,36.212,2,1,1,1,1,0,0,1,169,169,KZS
Paros,Greece,Paros,25.212,37.017,2,1,2,1,1,0,0,1,180,180,PAS
Milos,Greece,Milos,24.795,37.16,2,1,2,1,1,0,0,1,156,156,MLO
Kithira,Greece,Kithira,23.028,36.457,2,1,2,1,1,0,0,1,270,270,KIT
Syros Island,Greece,Syros Airport,25.584,37.704,2,1,2,1,1,0,0,1,129,129,JSY
Skiathos,Greece,Alexandros Papadiamantis,23.839,39.295,2,1,2,1,1,0,0,1,103,103,JSI
Cyclades Islands,Greece,Naxos,25.613,37.134,2,1,2,1,1,0,0,1,182,182,JNX
Kalymnos,Greece,Kalymnos Island,27.567,37.605,2,1,2,1,1,0,0,1,282,282,JKL
Ioannina,Greece,Ioannina,21.37,40.16,2,1,2,1,1,0,0,1,327,327,IOA
Westport,New Zealand,Westport,171.968,-41.564,2,1,2,1,1,0,0,1,292,292,WSZ
Timaru,New Zealand,Timaru,171.375,-43.838,2,1,1,1,1,0,0,1,463,463,TIU
Wanaka,New Zealand,Wanaka,169.409,-44.538,2,1,2,1,1,0,0,1,318,318,WKA
Invercargill,New Zealand,Invercargill,168.521,-46.021,2,1,2,1,1,0,0,1,470,470,IVC
Hokitika,New Zealand,Hokitika,171.642,-42.523,2,1,2,1,1,0,0,1,123,123,HKK
Whangarei,New Zealand,Whangarei,174.608,-35.614,2,1,2,1,1,0,0,1,103,103,WRE
